SeqName	Description
Gene_005847	threonine-trna cytoplasmic isoform x1
Gene_005848	hypothetical protein pbra 003814
Gene_005850	pas domain s-box
Gene_005851	hypothetical protein pbra 006137
Gene_005852	cilia- and flagella-associated 221 isoform x1
Gene_005853	hypothetical protein pbra 006138
Gene_005854	wd40 repeat
Gene_005855	hypothetical protein pbra 006140
Gene_005856	augmin subunit 1
Gene_005857	polysaccharide synthase cps1p
Gene_005858	aldehyde dehydrogenase family 7 member a1
Gene_005859	hypothetical protein pbra 006144
Gene_005860	dolichyl pyrophosphate man9 c2 alpha-1;3-glucosyltransferase-like
Gene_005861	pas domain s-box
Gene_005862	nucleoporin gle1
Gene_005863	hypothetical protein pbra 006148
Gene_005864	hypothetical protein pbra 006149
Gene_005865	gtp-binding
Gene_005866	g1 s-specific cyclin-e2
Gene_005867	cyclin-a1 isoform x1
Gene_005868	30s ribosomal s17
Gene_005869	rab gtpase 2b (macronuclear)
Gene_005870	hypothetical protein pbra 006154
Gene_005872	plasma-membrane choline transporter-domain-containing
Gene_005873	indoleamine 2;3-dioxygenase 1
Gene_005874	phosphatidylinositide phosphatase sac1like
Gene_005875	cullin 1
Gene_005876	hypothetical protein pbra 006159
Gene_005877	hsp20 alpha crystallin family
Gene_005878	duf4395 domain-containing
Gene_005879	hypothetical protein pbra 006163
Gene_005880	hsp20 alpha crystallin family
Gene_005881	transmembrane 85
Gene_005882	mitochondrial inner membrane protease subunit 1-like
Gene_005884	homoserine o-succinyltransferase
Gene_005885	glycoside hydrolase family 16
Gene_005886	arginine-trna-transferase domain-containing
Gene_005887	multispecies: thiosulfate sulfurtransferase
Gene_005888	pentatricopeptide repeat-containing at3g48810
Gene_005889	rwd domain-containing 1
Gene_005890	nucleolar 6 isoform x1
Gene_005891	regulator of g signaling
Gene_005892	hypothetical protein pbra 006175
Gene_005893	hypothetical protein pbra 006176
Gene_005894	hypothetical protein pbra 006177
Gene_005895	hypothetical protein pbra 006177
Gene_005896	ubiquitin-fold modifier-conjugating enzyme 1
Gene_005897	hypothetical protein pbra 006179
Gene_005898	er membrane complex subunit 3
Gene_005899	ribosomal s37
Gene_005900	ccr4-not transcription complex subunit 2
Gene_005901	hypothetical protein pbra 006184
Gene_005902	exosome-associated family
Gene_005903	serine hydrolase
Gene_005904	hypothetical protein klosneuvirus 8 2
Gene_005905	hypothetical protein pbra 009652
Gene_005906	hypothetical protein pbra 009652
Gene_005907	hypothetical protein pbra 006186
Gene_005908	pas domain s-box
Gene_005909	e3 ubiquitin-ligase rnf181-like
Gene_005910	hypothetical protein pbra 006188
Gene_005911	nucleotide-alpha-beta plait
Gene_005912	hypothetical protein pbra 006190
Gene_005913	hypothetical protein pbra 006191
Gene_005915	uncharacterized conserved
Gene_005916	hypothetical protein pbra 006193
Gene_005917	gastrula zinc finger-like
Gene_005918	zinc finger 2-like
Gene_005919	syntaxin-16-like isoform x1
Gene_005920	gastrula zinc finger-like
Gene_005921	g patch domain-containing 4-like
Gene_005922	hypothetical protein pbra 006199
Gene_005923	hypothetical protein pbra 006200
Gene_005924	trimethylguanosine synthase
Gene_005925	hypothetical protein pbra 006202
Gene_005926	hypothetical protein pbra 006202
Gene_005928	hypothetical protein pbra 006202
Gene_005929	carbonate dehydratase
Gene_005930	carbonic anhydrase
Gene_005931	prolyl-trna synthetase ( )
Gene_005932	vacuolar fusion ccz1 homolog
Gene_005933	orm1 2
Gene_005934	hypothetical protein pbra 006208
Gene_005935	hypothetical protein pbra 006209
Gene_005936	chromodomain-helicase-dna-binding 7
Gene_005937	pleckstrin homology-like domain
Gene_005938	dna repair rad10 [moesziomyces antarcticus]
Gene_005939	dna excision repair ercc-1
Gene_005940	rna-binding (rrm rbd rnp motifs) family
Gene_005941	inorganic pyrophosphatase
Gene_005942	n-acetylglucosamine-6-phosphate deacetylase
Gene_005944	hypoxanthine phosphoribosyltransferase
Gene_005945	hypothetical protein pbra 006217
Gene_005946	dihydroderamide delta-4 desaturase
Gene_005947	hypothetical protein pbra 006219
Gene_005949	hypothetical protein pbra 006220
Gene_005950	hypothetical protein pbra 006220
Gene_005951	hypothetical protein pbra 006220
Gene_005952	morn repeat-containing 1
Gene_005953	hypothetical protein pbra 006148
Gene_005954	hypothetical protein pbra 006222
Gene_005955	hypothetical protein pbra 006222
Gene_005956	hypothetical protein pbra 006223
Gene_005957	polycystic kidney disease 2-like 1
Gene_005959	oocyte-specific histone rna stem-loop-binding 2
Gene_005960	jade-2 isoform x1
Gene_005961	fad-linked sulfhydryl oxidase erv1 isoform x2
Gene_005962	ccaat enhancer-binding zeta-like
Gene_005963	charged multivesicular body 3
Gene_005964	hypothetical protein pbra 006231
Gene_005965	thyroid adenoma-associated
Gene_005966	t-complex 1 subunit epsilon
Gene_005967	macro domain-containing
Gene_005968	ubiquitin ligase subunit
Gene_005969	hypothetical protein pbra 006236
Gene_005970	transcription initiation factor tfiid subunit 2
Gene_005971	65-kda microtubule-associated 1-like
Gene_005972	cat eye syndrome critical region 2
Gene_005973	hypothetical protein pbra 006239
Gene_005974	hypothetical protein pbra 006240
Gene_005975	hypothetical protein pbra 006241
Gene_005976	hypothetical protein pbra 006242
Gene_005977	prip interacting pimt
Gene_005979	hypothetical protein pbra 006244
Gene_005980	hypothetical protein pbra 006245
Gene_005981	hydroxyacyl glutathione hydrolase
Gene_005982	hypothetical protein pbra 006247
Gene_005983	30s ribosomal s9
Gene_005985	dis3-like exonuclease 2
Gene_005986	dis3-like exonuclease 2
Gene_005987	ef hand family
Gene_005989	14-3-3 gf14-d
Gene_005990	inhibitor of growth 4 isoform x7
Gene_005991	hypothetical protein pbra 006253
Gene_005992	response regulator
Gene_005993	wd-40 repeat-containing
Gene_005994	cst complex subunit stn1
Gene_005995	transcriptional adapter ada2b-like isoform x1
Gene_005996	hypothetical protein pbra 006258
Gene_005997	hypothetical protein pbra 006258
Gene_005998	hypothetical protein pbra 006259
Gene_005999	l-histidine n(alpha)-methyltransferase
Gene_006000	hypothetical protein pbra 006261
Gene_006001	retinol dehydrogenase 13-like
Gene_006002	hypothetical protein pbra 002665
Gene_006004	molybdopterin binding domain-containing
Gene_006005	bifunctional glycosyltransferase
Gene_006006	hypothetical protein pbra 006266; partial
Gene_006007	peptide-n(4)-(n-acetyl-beta-glucosaminyl)asparagine amidase-like
Gene_006008	hypothetical protein pbra 006269
Gene_006009	hypothetical protein pbra 006270
Gene_006010	dihydrolipoamide acetyltransferase
Gene_006013	dna repair endonuclease
Gene_006014	spermatogenesis-associated 5
Gene_006015	dihydrolipoyl dehydrogenase
Gene_006016	2og-fe(ii) oxygenase
Gene_006017	hypothetical protein pbra 006277
Gene_006018	polynucleotide 5-hydroxyl-kinase nol9
Gene_006019	hypothetical protein pbra 005774
Gene_006020	hypothetical protein pbra 006278
Gene_006021	rna-directed dna polymerase
Gene_006022	hypothetical protein pbra 006279
Gene_006023	hypothetical protein pbra 002665
Gene_006024	endoplasmic reticulum-golgi intermediate compartment 3
Gene_006025	endoplasmic reticulum-golgi intermediate compartment 3
Gene_006026	glucose 6-phosphate dehydrogenase isoform b
Gene_006027	glucose-6-phosphate dehydrogenase
Gene_006028	hypothetical protein pbra 007223
Gene_006029	hect e3 ubiquitin
Gene_006030	fog: rcc1 domain
Gene_006031	e3 ubiquitin-ligase
Gene_006032	hypothetical protein pbra 007224
Gene_006034	translation initiation factor eif-2b subunit delta-like
Gene_006035	n-alpha-acetyl-l-2;4-diaminobutyric acid deacetylase
Gene_006037	caskin-2 isoform x8
Gene_006038	katanin p60 atpase-containing subunit a-like
Gene_006039	leucine-trna cytoplasmic isoform x2
Gene_006040	leucine-trna cytoplasmic-like
Gene_006041	udp-n-acetylglucosamine transferase subunit alg14
Gene_006042	adenylate cyclase
Gene_006043	5-demethoxyubiquinone mitochondrial
Gene_006044	malic enzyme
Gene_006045	endonuclease iii 1
Gene_006046	endonuclease iii 1
Gene_006047	ribulose-5-phosphate 4-epimerase and aldolases
Gene_006048	kr domain-containing
Gene_006049	actin 3
Gene_006050	rcc1 repeat-containing
Gene_006051	la-related 4
Gene_006052	ankyrin-2 isoform x10
Gene_006053	gastricsin isoform x2
Gene_006054	v-type proton atpase subunit h
Gene_006055	fk506-binding 59
Gene_006056	nodal modulator 3
Gene_006057	alpha-methylacyl-racemase
Gene_006058	hypothetical protein pbra 002665
Gene_006059	hypothetical protein pbra 002665
Gene_006060	hypothetical protein pbra 002665
Gene_006061	hypothetical protein pbra 001588
Gene_006062	hypothetical protein pbra 007247
Gene_006063	3-5 exoribonuclease 1
Gene_006065	hypothetical protein pbra 005178
Gene_006066	gamma-glutamylcyclotransferase
Gene_006068	dead-box helicase family
Gene_006069	pyruvate dehydrogenase e1 component subunit mitochondrial-like
Gene_006070	pyruvate dehydrogenase e1 alpha 1
Gene_006071	cyclin-dependent kinase 20
Gene_006072	cdk5 regulatory subunit-associated 1
Gene_006073	20s proteasome subunit c2
Gene_006074	hypothetical protein pbra 007257
Gene_006076	cell division
Gene_006077	peptidase s16
Gene_006078	hypothetical protein pbra 007259
Gene_006079	eukaryotic translation initiation factor 6
Gene_006080	valyl-trna synthetase
Gene_006081	valyl-trna synthetase
Gene_006082	cleavage and polyadenylation specificity factor subunit 3-i
Gene_006083	hypothetical protein pbra 007264
Gene_006084	s-adenosylmethionine decarboxylase proenzyme-like
Gene_006085	s-adenosylmethionine decarboxylase
Gene_006086	shaker-related potassium channel tsha2-like
Gene_006087	hypothetical leucine rich repeat
Gene_006088	hypothetical protein pbra 002665
Gene_006089	hypothetical protein pbra 007109
Gene_006090	hypothetical protein pbra 002665
Gene_006091	t9ss c-terminal target domain-containing
Gene_006092	hypothetical protein pbra 007268
Gene_006093	hypothetical protein pbra 007269
Gene_006094	ceramide synthase 2-like isoform x3
Gene_006095	probable phosphatase 2c 30
Gene_006096	alpha;alpha-trehalose-phosphate synthase [udp-forming] 1-like
Gene_006097	general transcription factor iif subunit 2-like
Gene_006098	wd repeat-containing 37-like
Gene_006099	s-adenosyl-l-methionine-dependent methyltransferase
Gene_006102	hypothetical protein pbra 007276
Gene_006103	mrna-decapping enzyme
Gene_006104	hypothetical protein pbra 007277
Gene_006105	hypothetical protein pbra 007278
Gene_006106	xylem cysteine ase 1
Gene_006107	bifunctional chloroplastic-like isoform x2
Gene_006108	rna polymerase ii-associated 1-like
Gene_006109	hypothetical protein pbra 007282
Gene_006110	diguanylate cyclase (ggdef) domain-containing
Gene_006111	kinesin family member 3b
Gene_006112	ubiquitin family
Gene_006113	probable e3 ubiquitin-ligase herc3 isoform x4
Gene_006114	hypothetical protein pbra 007287
Gene_006115	hypothetical protein pbra 007306
Gene_006116	hypothetical protein pbra 007288
Gene_006117	mitochondria fission 1
Gene_006118	hypothetical protein pbra 007290
Gene_006119	glycosyl transferase family 2
Gene_006120	hypothetical protein pbra 007292
Gene_006121	ubiquitin carboxyl-terminal hydrolases family 2
Gene_006122	udp-glucose:glyco glucosyltransferase
Gene_006124	hypothetical protein pbra 007295
Gene_006125	hypothetical protein pbra 007295
Gene_006126	1-phosphatidylinositol-3-phosphate 5-kinase fab1b-like
Gene_006127	pleckstrin domain-containing
Gene_006128	[aspergillus fischeri nrrl 181]
Gene_006129	hypothetical protein pbra 005774
Gene_006130	hypothetical protein pbra 002665
Gene_006131	hypothetical protein pbra 007299
Gene_006132	hypothetical protein pbra 007300
Gene_006133	dna polymerase beta
Gene_006134	cyclin-dependent kinase 7
Gene_006135	proteoglycan 4
Gene_006136	camk camk1 kinase
Gene_006137	camk camk1 kinase
Gene_006138	hypothetical protein pbra 007303
Gene_006139	hypothetical protein pbra 007304
Gene_006140	hypothetical protein pbra 009661
Gene_006141	hypothetical protein pbra 002665
Gene_006142	hypothetical protein pbra 002665
Gene_006143	poly-gamma-glutamate biosynthesis
Gene_006144	hypothetical protein pbra 002665
Gene_006145	hypothetical protein pbra 007289
Gene_006146	hypothetical protein pbra 007306
Gene_006147	hypothetical protein pbra 002665
Gene_006148	hypothetical protein pbra 007307
Gene_006149	tetratricopeptide repeat
Gene_006150	duf231 domain containing [rhodotorula toruloides np11]
Gene_006151	hypothetical protein pbra 007310
Gene_006152	hypothetical protein pbra 008934
Gene_006153	duf231 domain containing [rhodotorula toruloides np11]
Gene_006154	hypothetical protein pbra 007316
Gene_006155	hypothetical protein pbra 007311
Gene_006156	nad-dependent epimerase dehydratase family
Gene_006157	hypothetical protein pbra 007313
Gene_006158	hypothetical protein aca1 174570
Gene_006159	hypothetical protein pbra 007314
Gene_006160	hypothetical protein pbra 007315
Gene_006161	hypothetical protein pbra 007316
Gene_006162	hypothetical protein pbra 003410
Gene_006163	udp-galactose:fucoside alpha-3-galactosyltransferase-like isoform x4
Gene_006164	duf563 domain-containing
Gene_006165	udp-d-xylose:l-fucose alpha-1;3-d-xylosyltransferase 1-like
Gene_006166	udp-d-xylose:l-fucose alpha-1;3-d-xylosyltransferase 1-like
Gene_006167	cytochrome p450 71d11
Gene_006168	hypothetical protein pbra 007322
Gene_006169	hypothetical protein pbra 002775
Gene_006171	genomic msy sf 12
Gene_006172	phospholipase d6
Gene_006173	briggsae cbr-folt-1
Gene_006174	kinesin kifc3 isoform x7
Gene_006177	nudix hydrolase
Gene_006178	adp-ribosylation factor 16
Gene_006179	guanine nucleotide-binding-like 3
Gene_006180	mitogen-activated kinase kinase 3
Gene_006181	cytoplasmic 2
Gene_006182	adenine dna glycosylase
Gene_006183	hypothetical protein pbra 009553
Gene_006184	hypothetical protein pbra 009661
Gene_006185	hypothetical protein pbra 009661
Gene_006186	hypothetical protein pbra 009681
Gene_006187	abc transporter
Gene_006188	hypothetical protein pbra 009702
Gene_006189	hypothetical protein pbra 009085
Gene_006190	hypothetical protein pbra 004870
Gene_006192	hypothetical protein pbra 004872
Gene_006194	flagellar associated
Gene_006195	hypothetical protein pbra 004874
Gene_006196	hypothetical protein pbra 004875
Gene_006197	hypothetical protein pbra 004876
Gene_006198	palmitoyltransferase zdhhc3 isoform x1
Gene_006199	parallel beta-helix repeat (two copies)
Gene_006200	hsp20 alpha crystallin family
Gene_006201	dna replication licensing factor cdc19 (cell division control 19)
Gene_006202	26s proteasome non-atpase regulatory subunit 13
Gene_006203	mediator of rna polymerase ii transcription subunit 23-like
Gene_006204	mtp8 orysj ame: full=metal tolerance 8 short= 8
Gene_006205	sel1 repeat family
Gene_006208	hypothetical protein pbra 004884
Gene_006209	hypothetical protein pbra 004884
Gene_006210	carboxypeptidase a6 isoform x3
Gene_006211	carboxypeptidase a6
Gene_006212	mo25-like family
Gene_006213	hypothetical protein pbra 004887
Gene_006214	atp-binding cassette sub-family g member 2-like
Gene_006218	actin actin
